Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
000002_png.rf.c3e00ebc2db78bc94e644c3f6605dad0.jpg_original,Avulsion fracture,626.9981462512231,837.023770589114,490.4346104452055,862.5863143906466,0.10703000530690733,0.09166156711561069,0.11945491215812898,0.0927276919681604,15.13658497431507,17.862178836631298,13.692682852250485,18.052891188376265,8.867548261668647,8.996824367914824,8.802937435552188,8.997994387451074,0.00027558752801463683,0.00023905238433573532,0.00030049393468215745,0.00024066532454294863,0.016600829136360535,0.0154613189714117,0.017334760877559214,0.015513391780747001,0.7755501042448766,0.7005154687297691,0.824502581537693,0.6913692788151948
000002_png.rf.c3e00ebc2db78bc94e644c3f6605dad0.jpg_rot,Avulsion fracture,575.8337894447163,760.7285664500367,565.2464912548924,631.9836167906834,0.30876511593401085,0.2389268527743149,0.30833581823950834,0.2433750151199393,13.02551675636008,15.406313548125203,12.948354941291585,14.286832541235675,7.8199835898447905,7.984858528124426,7.820891961498286,7.948483627314795,0.028804581467015436,0.028408187631252628,0.02879712244177472,0.02846158502753079,0.16971912522463528,0.16854728603941574,0.16969714918576187,0.16870561646706014,0.8240216373789798,0.7675187639058388,0.8272835787805085,0.8068636582054707
000002_png.rf.c3e00ebc2db78bc94e644c3f6605dad0.jpg_fliph,Avulsion fracture,626.9981462512231,862.5863143906466,490.4346104452055,837.023770589114,0.10703000530690733,0.0927276919681604,0.11945491215812898,0.09166156711561069,15.13658497431507,18.052891188376265,13.692682852250485,17.862178836631298,8.867548261668647,8.997994387451074,8.802937435552188,8.996824367914824,0.00027558752801463683,0.00024066532454294863,0.00030049393468215745,0.00023905238433573532,0.016600829136360535,0.015513391780747001,0.017334760877559214,0.0154613189714117,0.7755501042448766,0.6913692788151948,0.824502581537693,0.7005154687297691
000002_png.rf.c3e00ebc2db78bc94e644c3f6605dad0.jpg_flipv,Avulsion fracture,626.9981462512231,862.5863143906466,490.4346104452055,837.023770589114,0.10703000530690733,0.0927276919681604,0.11945491215812898,0.09166156711561069,15.13658497431507,18.052891188376265,13.692682852250485,17.862178836631298,8.867548261668647,8.997994387451074,8.802937435552188,8.996824367914824,0.00027558752801463683,0.00024066532454294863,0.00030049393468215745,0.00023905238433573532,0.016600829136360535,0.015513391780747001,0.017334760877559214,0.0154613189714117,0.7755501042448766,0.6913692788151948,0.824502581537693,0.7005154687297691
05cc2e0302957e0ad27edb6b9ffbc2_jumbo_jpg.rf.c15eb3758845b639f3aaba73c373501d.jpg_original,Avulsion fracture,1054.469770517368,1344.2409802352163,522.0750940251955,1228.2620853933618,0.5183119189630208,0.49657962918799065,0.5670092291751463,0.5007942817063401,11.633557821673191,14.063752053645626,7.493590233610568,13.214371881235138,5.744327162630328,5.82292821375537,5.552187862498693,5.80278396074768,0.08644314730353791,0.08600350532756676,0.0877958495585476,0.0861077701709693,0.29401215502685923,0.29326354244530084,0.2963036441870866,0.29344125505962737,0.7866028698100955,0.728099948002967,0.8943883152946637,0.7515591789049463
05cc2e0302957e0ad27edb6b9ffbc2_jumbo_jpg.rf.c15eb3758845b639f3aaba73c373501d.jpg_rot,Avulsion fracture,764.893472511008,1235.9123586383325,819.634280210372,522.7781335089863,0.5963873823216044,0.5412881108260943,0.5945926221186296,0.5879011245666044,9.029273942025442,12.451587578172571,9.436682057240706,7.451989690603209,5.445515523418201,5.6019982778819015,5.457782379036223,5.410858819461588,0.0802913293331535,0.0792097524098047,0.0803194706599602,0.0805506961155768,0.28335724683366315,0.28144227189568505,0.2834068994572295,0.2838145452854325,0.837442539735482,0.7374007529980701,0.8257584637107848,0.8889232369520247
05cc2e0302957e0ad27edb6b9ffbc2_jumbo_jpg.rf.c15eb3758845b639f3aaba73c373501d.jpg_fliph,Avulsion fracture,1054.469770517368,1228.2620853933618,522.0750940251955,1344.2409802352163,0.5183119189630208,0.5007942817063401,0.5670092291751463,0.49657962918799065,11.633557821673191,13.214371881235138,7.493590233610568,14.063752053645626,5.744327162630328,5.80278396074768,5.552187862498693,5.82292821375537,0.08644314730353791,0.0861077701709693,0.0877958495585476,0.08600350532756676,0.29401215502685923,0.29344125505962737,0.2963036441870866,0.29326354244530084,0.7866028698100955,0.7515591789049463,0.8943883152946637,0.728099948002967
05cc2e0302957e0ad27edb6b9ffbc2_jumbo_jpg.rf.c15eb3758845b639f3aaba73c373501d.jpg_flipv,Avulsion fracture,1054.469770517368,1228.2620853933618,522.0750940251955,1344.2409802352163,0.5183119189630208,0.5007942817063401,0.5670092291751463,0.49657962918799065,11.633557821673191,13.214371881235138,7.493590233610568,14.063752053645626,5.744327162630328,5.80278396074768,5.552187862498693,5.82292821375537,0.08644314730353791,0.0861077701709693,0.0877958495585476,0.08600350532756676,0.29401215502685923,0.29344125505962737,0.2963036441870866,0.29326354244530084,0.7866028698100955,0.7515591789049463,0.8943883152946637,0.728099948002967
1-s2-0-S0899707114002836-gr2_jpg.rf.bb8ed4dee892edbb760f6ce687d74ba5.jpg_original,Avulsion fracture,658.9501742906067,993.8859992110935,648.6530852495107,942.500898051095,0.2401527508872795,0.2119625731993131,0.24642338845218417,0.21343272477714678,12.774324241682976,16.59369411115919,12.313654293052839,15.999061737661847,8.015394487832891,8.189004415012066,7.956136492781611,8.162053905953693,0.010101432849525051,0.009583069667913153,0.010104169517647196,0.009592127128608933,0.10050588465122354,0.097893154346528,0.10051949819635589,0.09793940539235949,0.8146615856804168,0.7206919143270291,0.8178388742708546,0.7351322517808453
1-s2-0-S0899707114002836-gr2_jpg.rf.bb8ed4dee892edbb760f6ce687d74ba5.jpg_rot,Avulsion fracture,596.1173518529844,751.1835738986906,618.670541065313,724.3715135894853,0.397483704763207,0.33660128739040157,0.3963307418509014,0.3404374457903954,11.144244587818006,12.99133351970925,11.398922914628178,12.463095652973138,7.180656485180939,7.342881213544496,7.194821718712031,7.295603577694239,0.03421399249322206,0.03373948073924062,0.034193771811792124,0.03373051778727571,0.18497024758923275,0.1836830986760639,0.18491558022998528,0.18365869918758465,0.838166198439646,0.7959167409030089,0.8319922986870678,0.8032011023309464
