Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
000002_png.rf.c3e00ebc2db78bc94e644c3f6605dad0.jpg_original,Avulsion fracture,969.5825931078768,1298.3559460939564,758.2111133194717,1337.858766625434,0.09621518834352605,0.08228718695902125,0.10863548783316612,0.08328205594253321,18.715459118150687,22.16223513237158,16.94586289138943,22.394326768050064,8.649366985117723,8.756441854920173,8.58942553235814,8.759629507687817,0.00045594207033108734,0.00039075413552737805,0.000527451022756437,0.00039042673551905157,0.021352800058331633,0.019767502005245328,0.02296630189552591,0.019759219000736128,0.7281609042700699,0.6363374384069372,0.7874535747860533,0.6252729094941636
000002_png.rf.c3e00ebc2db78bc94e644c3f6605dad0.jpg_rot45,Avulsion fracture,887.7037250795009,1171.7945550147251,871.5278138759788,976.0953274535563,0.30235461003817515,0.23126324813560134,0.30215609937410964,0.23670295525253493,16.09076489114481,19.046059106697662,15.997389463062628,17.676908406447588,7.63037077206905,7.78719630751881,7.628377228717133,7.755434850252664,0.029541657599627246,0.028921489261105483,0.029543716450123183,0.02903698181213329,0.1718768675524058,0.17006319196435624,0.17188285676623827,0.1704024114035165,0.7453760674162119,0.6641550530969628,0.7500775479926922,0.7202438925679913
000002_png.rf.c3e00ebc2db78bc94e644c3f6605dad0.jpg_fliph,Avulsion fracture,969.5825931078768,1337.858766625434,758.2111133194717,1298.3559460939564,0.09621518834352605,0.08328205594253321,0.10863548783316612,0.08228718695902125,18.715459118150687,22.394326768050064,16.94586289138943,22.16223513237158,8.649366985117723,8.759629507687817,8.58942553235814,8.756441854920173,0.00045594207033108734,0.00039042673551905157,0.000527451022756437,0.00039075413552737805,0.021352800058331633,0.019759219000736128,0.02296630189552591,0.019767502005245328,0.7281609042700699,0.6252729094941636,0.7874535747860533,0.6363374384069372
000002_png.rf.c3e00ebc2db78bc94e644c3f6605dad0.jpg_flipv,Avulsion fracture,969.5825931078768,1337.858766625434,758.2111133194717,1298.3559460939564,0.09621518834352605,0.08328205594253321,0.10863548783316612,0.08228718695902125,18.715459118150687,22.394326768050064,16.94586289138943,22.16223513237158,8.649366985117723,8.759629507687817,8.58942553235814,8.756441854920173,0.00045594207033108734,0.00039042673551905157,0.000527451022756437,0.00039075413552737805,0.021352800058331633,0.019759219000736128,0.02296630189552591,0.019767502005245328,0.7281609042700699,0.6252729094941636,0.7874535747860533,0.6363374384069372
05cc2e0302957e0ad27edb6b9ffbc2_jumbo_jpg.rf.c15eb3758845b639f3aaba73c373501d.jpg_original,Avulsion fracture,1563.7023873226517,2007.7361912676492,774.0195274278375,1828.3086461831872,0.532482276861898,0.5136515149537552,0.5717233264518764,0.519157440255882,13.467905302103718,16.433913779435585,8.729815160225048,15.371402529861633,4.983146569563211,5.064014402833632,4.8039368089114305,5.039885291146502,0.19012389358588935,0.18669299248156612,0.19577778386468733,0.18721779076707473,0.4360319868838631,0.4320798450304829,0.44246783370623377,0.43268671202970255,0.7906908152024378,0.7315539311636642,0.8964795769145273,0.7555444431285191
05cc2e0302957e0ad27edb6b9ffbc2_jumbo_jpg.rf.c15eb3758845b639f3aaba73c373501d.jpg_rot45,Avulsion fracture,1136.448565160225,1881.0737818865582,1221.6735032411937,780.3258604248605,0.6064133874559116,0.5508074855979649,0.6039346929432509,0.5897580157316391,10.508573110322894,14.806702639772364,11.021870413405088,8.791453004545785,4.594721766521811,4.743330491528871,4.609595250817602,4.575124541799969,0.23450233481415267,0.22893206826690324,0.23416585637841958,0.23617861302026313,0.48425441124903823,0.47846846109947855,0.48390686746358497,0.48598211183156026,0.8148732076752624,0.6937783580913339,0.800904977107515,0.8729700724639072
05cc2e0302957e0ad27edb6b9ffbc2_jumbo_jpg.rf.c15eb3758845b639f3aaba73c373501d.jpg_fliph,Avulsion fracture,1563.7023873226517,1828.3086461831872,774.0195274278375,2007.7361912676492,0.532482276861898,0.519157440255882,0.5717233264518764,0.5136515149537552,13.467905302103718,15.371402529861633,8.729815160225048,16.433913779435585,4.983146569563211,5.039885291146502,4.8039368089114305,5.064014402833632,0.19012389358588935,0.18721779076707473,0.19577778386468733,0.18669299248156612,0.4360319868838631,0.43268671202970255,0.44246783370623377,0.4320798450304829,0.7906908152024378,0.7555444431285191,0.8964795769145273,0.7315539311636642
05cc2e0302957e0ad27edb6b9ffbc2_jumbo_jpg.rf.c15eb3758845b639f3aaba73c373501d.jpg_flipv,Avulsion fracture,1563.7023873226517,1828.3086461831872,774.0195274278375,2007.7361912676492,0.532482276861898,0.519157440255882,0.5717233264518764,0.5136515149537552,13.467905302103718,15.371402529861633,8.729815160225048,16.433913779435585,4.983146569563211,5.039885291146502,4.8039368089114305,5.064014402833632,0.19012389358588935,0.18721779076707473,0.19577778386468733,0.18669299248156612,0.4360319868838631,0.43268671202970255,0.44246783370623377,0.4320798450304829,0.7906908152024378,0.7555444431285191,0.8964795769145273,0.7315539311636642
1-s2-0-S0899707114002836-gr2_jpg.rf.bb8ed4dee892edbb760f6ce687d74ba5.jpg_original,Avulsion fracture,1007.5601417257831,1539.0530367147792,991.7440871147262,1459.0164712910869,0.23173912199429084,0.20500881761652448,0.23777176115962328,0.2059711791425925,15.642845676369866,20.483507645880643,15.049026877446186,19.741797863825578,7.674174919026616,7.843262071122823,7.636806734593619,7.820403706339592,0.014572608512963069,0.013219915556741988,0.01452718026916852,0.013214025370487858,0.12071705974286762,0.11497789159982882,0.12052875287319835,0.11495227431629118,0.8037727692239718,0.7005092146513076,0.807056498054668,0.7160838655980478
1-s2-0-S0899707114002836-gr2_jpg.rf.bb8ed4dee892edbb760f6ce687d74ba5.jpg_rot45,Avulsion fracture,914.6211434381114,1152.4741365114257,950.8765059319958,1106.6575227576488,0.39088576007679837,0.3291417040573846,0.390247931579148,0.3320015760189177,13.671213765900195,16.01000685505953,13.99120138209393,15.286441917731624,6.801116882539754,6.947438893523321,6.811788630997437,6.923445416334379,0.06413428772578748,0.063058691082215,0.06409927582126385,0.062445654978250886,0.2532474831578539,0.25111489617745697,0.25317834785238613,0.24989128631917298,0.7912206316322726,0.7368228713776102,0.7828562193546897,0.7472854791437331
